Response,Submitted on,Kritik dan saran,Sentimen,tanggal,jam,hari,normalisasi,case_folding,tokenizing,filtering,stemming,clean_review,Sentimen_Biner
296474,2025-09-16 11:17:00,"Kegiatan PKKMB sebaiknya dibuat lebih interaktif dan relevan dengan kebutuhan mahasiswa baru, misalnya dengan materi seputar kehidupan kampus, pengembangan soft skill, serta penyampaian yang menyenangkan tanpa senioritas berlebihan, agar mahasiswa baru bisa cepat beradaptasi dan termotivasi belajar.",positif,2025-09-16,11,Tuesday,"Kegiatan PKKMB sebaiknya dibuat lebih interaktif dan relevan dengan kebutuhan mahasiswa baru, misalnya dengan materi seputar kehidupan kampus, pengembangan soft skill, serta penyampaian yang menyenangkan tanpa senioritas berlebihan, agar mahasiswa baru bisa cepat beradaptasi dan termotivasi belajar.",kegiatan pkkmb sebaiknya dibuat lebih interaktif dan relevan dengan kebutuhan mahasiswa baru misalnya dengan materi seputar kehidupan kampus pengembangan soft skill serta penyampaian yang menyenangkan tanpa senioritas berlebihan agar mahasiswa baru bisa cepat beradaptasi dan termotivasi belajar,"['kegiatan', 'pkkmb', 'sebaiknya', 'dibuat', 'lebih', 'interaktif', 'dan', 'relevan', 'dengan', 'kebutuhan', 'mahasiswa', 'baru', 'misalnya', 'dengan', 'materi', 'seputar', 'kehidupan', 'kampus', 'pengembangan', 'soft', 'skill', 'serta', 'penyampaian', 'yang', 'menyenangkan', 'tanpa', 'senioritas', 'berlebihan', 'agar', 'mahasiswa', 'baru', 'bisa', 'cepat', 'beradaptasi', 'dan', 'termotivasi', 'belajar']","['kegiatan', 'pkkmb', 'sebaiknya', 'dibuat', 'lebih', 'interaktif', 'relevan', 'kebutuhan', 'mahasiswa', 'baru', 'misalnya', 'materi', 'seputar', 'kehidupan', 'kampus', 'pengembangan', 'soft', 'skill', 'penyampaian', 'menyenangkan', 'senioritas', 'berlebihan', 'mahasiswa', 'baru', 'cepat', 'beradaptasi', 'termotivasi', 'belajar']","['giat', 'pkkmb', 'baik', 'buat', 'lebih', 'interaktif', 'relevan', 'butuh', 'mahasiswa', 'baru', 'misal', 'materi', 'putar', 'hidup', 'kampus', 'kembang', 'soft', 'skill', 'sampai', 'senang', 'senioritas', 'lebih', 'mahasiswa', 'baru', 'cepat', 'adaptasi', 'motivasi', 'ajar']",giat pkkmb baik buat lebih interaktif relevan butuh mahasiswa baru misal materi putar hidup kampus kembang soft skill sampai senang senioritas lebih mahasiswa baru cepat adaptasi motivasi ajar,1
309206,2025-09-18 11:01:00,Semoga website nya ga eror lagi jadi ngerjain nya lebih mudah karna kan yg make ga cuma 1/2 orang seluruh maba unpam.the best unpamkuu💗✨️,positif,2025-09-18,11,Thursday,Semoga website nya enggak eror lagi jadi ngerjain nya lebih mudah karena kan yang memakai enggak cuma 1/2 orang seluruh maba unpam.the best unpamkuu💗✨️,semoga website nya enggak eror lagi jadi ngerjain nya lebih mudah karena kan yang memakai enggak cuma  orang seluruh maba unpamthe best unpamkuu,"['semoga', 'website', 'nya', 'enggak', 'eror', 'lagi', 'jadi', 'ngerjain', 'nya', 'lebih', 'mudah', 'karena', 'kan', 'yang', 'memakai', 'enggak', 'cuma', 'orang', 'seluruh', 'maba', 'unpamthe', 'best', 'unpamkuu']","['semoga', 'website', 'nya', 'enggak', 'eror', 'jadi', 'ngerjain', 'nya', 'lebih', 'mudah', 'kan', 'memakai', 'enggak', 'cuma', 'orang', 'seluruh', 'maba', 'unpamthe', 'best', 'unpamkuu']","['moga', 'website', 'nya', 'enggak', 'eror', 'jadi', 'ngerjain', 'nya', 'lebih', 'mudah', 'kan', 'pakai', 'enggak', 'cuma', 'orang', 'seluruh', 'maba', 'unpamthe', 'best', 'unpamkuu']",moga website nya enggak eror jadi ngerjain nya lebih mudah kan pakai enggak cuma orang seluruh maba unpamthe best unpamkuu,1
318872,2025-09-19 07:59:00,"semoga makin sukses,amanah dan berkembang lebih baik lagi",positif,2025-09-19,7,Friday,"semoga makin sukses,amanah dan berkembang lebih baik lagi",semoga makin suksesamanah dan berkembang lebih baik lagi,"['semoga', 'makin', 'suksesamanah', 'dan', 'berkembang', 'lebih', 'baik', 'lagi']","['semoga', 'makin', 'suksesamanah', 'berkembang', 'lebih', 'baik']","['moga', 'makin', 'suksesamanah', 'kembang', 'lebih', 'baik']",moga makin suksesamanah kembang lebih baik,1
296048,2025-09-16 09:47:00,web nya banyak error,negatif,2025-09-16,9,Tuesday,web nya banyak error,web nya banyak error,"['web', 'nya', 'banyak', 'error']","['web', 'nya', 'banyak', 'error']","['web', 'nya', 'banyak', 'error']",web nya banyak error,-1
322548,2025-09-19 14:34:00,saya merasa sangat senang dan bahagia bisa menjadi bagian dari Unpam (mahasiswa) so far tidak ada masukan karena alhamdulillah semua berjalan lancar.,positif,2025-09-19,14,Friday,saya merasa sangat senang dan bahagia bisa menjadi bagian dari Unpam (mahasiswa) sok far tidak ada masukan karena alhamdulillah semua berjalan lancar.,saya merasa sangat senang dan bahagia bisa menjadi bagian dari unpam mahasiswa sok far tidak ada masukan karena alhamdulillah semua berjalan lancar,"['saya', 'merasa', 'sangat', 'senang', 'dan', 'bahagia', 'bisa', 'menjadi', 'bagian', 'dari', 'unpam', 'mahasiswa', 'sok', 'far', 'tidak', 'ada', 'masukan', 'karena', 'alhamdulillah', 'semua', 'berjalan', 'lancar']","['merasa', 'sangat', 'senang', 'bahagia', 'menjadi', 'bagian', 'unpam', 'mahasiswa', 'sok', 'far', 'tidak', 'masukan', 'alhamdulillah', 'semua', 'berjalan', 'lancar']","['rasa', 'sangat', 'senang', 'bahagia', 'jadi', 'bagi', 'unpam', 'mahasiswa', 'sok', 'far', 'tidak', 'masuk', 'alhamdulillah', 'semua', 'jalan', 'lancar']",rasa sangat senang bahagia jadi bagi unpam mahasiswa sok far tidak masuk alhamdulillah semua jalan lancar,1
298378,2025-09-16 16:08:00,"Cukup kecewa dan merasa sedih pkkmb secara online, sangat iri kepada yang reguler A mereka bisa pkkmb secara offline. Semoga kedepannya diadakan acara ataupun kegiatan lagi yang di mana kaya maba lagi wkk. Maju trus kedepannya buat unpam🔥",negatif,2025-09-16,16,Tuesday,"Cukup kecewa dan merasa sedih pkkmb secara online, sangat iri kepada yang reguler A mereka bisa pkkmb secara offline. Semoga kedepannya diadakan acara ataupun kegiatan lagi yang di mana kayak maba lagi wkk. Maju terus kedepannya buat unpam🔥",cukup kecewa dan merasa sedih pkkmb secara online sangat iri kepada yang reguler a mereka bisa pkkmb secara offline semoga kedepannya diadakan acara ataupun kegiatan lagi yang di mana kayak maba lagi wkk maju terus kedepannya buat unpam,"['cukup', 'kecewa', 'dan', 'merasa', 'sedih', 'pkkmb', 'secara', 'online', 'sangat', 'iri', 'kepada', 'yang', 'reguler', 'a', 'mereka', 'bisa', 'pkkmb', 'secara', 'offline', 'semoga', 'kedepannya', 'diadakan', 'acara', 'ataupun', 'kegiatan', 'lagi', 'yang', 'di', 'mana', 'kayak', 'maba', 'lagi', 'wkk', 'maju', 'terus', 'kedepannya', 'buat', 'unpam']","['cukup', 'kecewa', 'merasa', 'sedih', 'pkkmb', 'online', 'sangat', 'iri', 'reguler', 'a', 'pkkmb', 'offline', 'semoga', 'kedepannya', 'diadakan', 'acara', 'ataupun', 'kegiatan', 'mana', 'kayak', 'maba', 'wkk', 'maju', 'terus', 'kedepannya', 'buat', 'unpam']","['cukup', 'kecewa', 'rasa', 'sedih', 'pkkmb', 'online', 'sangat', 'iri', 'reguler', 'a', 'pkkmb', 'offline', 'moga', 'depan', 'ada', 'acara', 'atau', 'giat', 'mana', 'kayak', 'maba', 'wkk', 'maju', 'terus', 'depan', 'buat', 'unpam']",cukup kecewa rasa sedih pkkmb online sangat iri reguler a pkkmb offline moga depan ada acara atau giat mana kayak maba wkk maju terus depan buat unpam,-1
294666,2025-09-16 00:06:00,"Semoga untuk pkkmb tahun depan tidak ada kendala seperti pkkmb tahun ini ya Allah, biar terasa vibes semi ospeknya",netral,2025-09-16,0,Tuesday,"Semoga untuk pkkmb tahun depan tidak ada kendala seperti pkkmb tahun ini ya Allah, biar terasa vibes semi ospeknya",semoga untuk pkkmb tahun depan tidak ada kendala seperti pkkmb tahun ini ya allah biar terasa vibes semi ospeknya,"['semoga', 'untuk', 'pkkmb', 'tahun', 'depan', 'tidak', 'ada', 'kendala', 'seperti', 'pkkmb', 'tahun', 'ini', 'ya', 'allah', 'biar', 'terasa', 'vibes', 'semi', 'ospeknya']","['semoga', 'pkkmb', 'tahun', 'depan', 'tidak', 'kendala', 'pkkmb', 'tahun', 'allah', 'biar', 'terasa', 'vibes', 'semi', 'ospeknya']","['moga', 'pkkmb', 'tahun', 'depan', 'tidak', 'kendala', 'pkkmb', 'tahun', 'allah', 'biar', 'asa', 'vibes', 'semi', 'ospeknya']",moga pkkmb tahun depan tidak kendala pkkmb tahun allah biar asa vibes semi ospeknya,0
324502,2025-09-19 17:32:00,Semoga PKKMB Kedepannya Lebih Baik ,positif,2025-09-19,17,Friday,Semoga PKKMB Kedepannya Lebih Baik,semoga pkkmb kedepannya lebih baik,"['semoga', 'pkkmb', 'kedepannya', 'lebih', 'baik']","['semoga', 'pkkmb', 'kedepannya', 'lebih', 'baik']","['moga', 'pkkmb', 'depan', 'lebih', 'baik']",moga pkkmb depan lebih baik,1
335850,2025-09-20 08:18:00,Kurang memuaskan di karenakan online,netral,2025-09-20,8,Saturday,Kurang memuaskan di karenakan online,kurang memuaskan di karenakan online,"['kurang', 'memuaskan', 'di', 'karenakan', 'online']","['kurang', 'memuaskan', 'karenakan', 'online']","['kurang', 'muas', 'karena', 'online']",kurang muas karena online,0
316428,2025-09-19 00:06:00,Saya berharap semoga kedepannya pkkmb selanjutnya lebih baik lagi,positif,2025-09-19,0,Friday,Saya berharap semoga kedepannya pkkmb selanjutnya lebih baik lagi,saya berharap semoga kedepannya pkkmb selanjutnya lebih baik lagi,"['saya', 'berharap', 'semoga', 'kedepannya', 'pkkmb', 'selanjutnya', 'lebih', 'baik', 'lagi']","['berharap', 'semoga', 'kedepannya', 'pkkmb', 'selanjutnya', 'lebih', 'baik']","['harap', 'moga', 'depan', 'pkkmb', 'lanjut', 'lebih', 'baik']",harap moga depan pkkmb lanjut lebih baik,1
295010,2025-09-16 01:10:00,Alhamdulillah saya sangat bersyukur atas pembelajaran pkkmb ini semoga pembelajaran ini bisa menjadi bekal saya untuk kedepan nya  Dan mudah mudahan dengan saya berjuang di pendidikan universitas pamulang saya bisa mendapatkan ilmu yang bermanfaat,positif,2025-09-16,1,Tuesday,Alhamdulillah saya sangat bersyukur atas pembelajaran pkkmb ini semoga pembelajaran ini bisa menjadi bekal saya untuk kedepan nya Dan mudah mudahan dengan saya berjuang di pendidikan universitas pamulang saya bisa mendapatkan ilmu yang bermanfaat,alhamdulillah saya sangat bersyukur atas pembelajaran pkkmb ini semoga pembelajaran ini bisa menjadi bekal saya untuk kedepan nya dan mudah mudahan dengan saya berjuang di pendidikan universitas pamulang saya bisa mendapatkan ilmu yang bermanfaat,"['alhamdulillah', 'saya', 'sangat', 'bersyukur', 'atas', 'pembelajaran', 'pkkmb', 'ini', 'semoga', 'pembelajaran', 'ini', 'bisa', 'menjadi', 'bekal', 'saya', 'untuk', 'kedepan', 'nya', 'dan', 'mudah', 'mudahan', 'dengan', 'saya', 'berjuang', 'di', 'pendidikan', 'universitas', 'pamulang', 'saya', 'bisa', 'mendapatkan', 'ilmu', 'yang', 'bermanfaat']","['alhamdulillah', 'sangat', 'bersyukur', 'atas', 'pembelajaran', 'pkkmb', 'semoga', 'pembelajaran', 'menjadi', 'bekal', 'kedepan', 'nya', 'mudah', 'mudahan', 'berjuang', 'pendidikan', 'universitas', 'pamulang', 'mendapatkan', 'ilmu', 'bermanfaat']","['alhamdulillah', 'sangat', 'syukur', 'atas', 'ajar', 'pkkmb', 'moga', 'ajar', 'jadi', 'bekal', 'depan', 'nya', 'mudah', 'mudah', 'juang', 'didik', 'universitas', 'pamulang', 'dapat', 'ilmu', 'manfaat']",alhamdulillah sangat syukur atas ajar pkkmb moga ajar jadi bekal depan nya mudah mudah juang didik universitas pamulang dapat ilmu manfaat,1
317344,2025-09-19 01:35:00,"Untuk menambah relasi dengan rekan mahasiswa dari kelas/jurusan/fakultas lain. Juga mengenal senior, dosen, rektor, atau administrasi kampus untuk memudahkan saya ketika menghadapi berbagai masalah terkait kegiatan perkuliahan kelak.",positif,2025-09-19,1,Friday,"Untuk menambah relasi dengan rekan mahasiswa dari kelas/jurusan/fakultas lain. Juga mengenal senior, dosen, rektor, atau administrasi kampus untuk memudahkan saya ketika menghadapi berbagai masalah terkait kegiatan perkuliahan kelak.",untuk menambah relasi dengan rekan mahasiswa dari kelasjurusanfakultas lain juga mengenal senior dosen rektor atau administrasi kampus untuk memudahkan saya ketika menghadapi berbagai masalah terkait kegiatan perkuliahan kelak,"['untuk', 'menambah', 'relasi', 'dengan', 'rekan', 'mahasiswa', 'dari', 'kelasjurusanfakultas', 'lain', 'juga', 'mengenal', 'senior', 'dosen', 'rektor', 'atau', 'administrasi', 'kampus', 'untuk', 'memudahkan', 'saya', 'ketika', 'menghadapi', 'berbagai', 'masalah', 'terkait', 'kegiatan', 'perkuliahan', 'kelak']","['menambah', 'relasi', 'rekan', 'mahasiswa', 'kelasjurusanfakultas', 'mengenal', 'senior', 'dosen', 'rektor', 'administrasi', 'kampus', 'memudahkan', 'menghadapi', 'berbagai', 'masalah', 'terkait', 'kegiatan', 'perkuliahan', 'kelak']","['tambah', 'relasi', 'rekan', 'mahasiswa', 'kelasjurusanfakultas', 'kenal', 'senior', 'dosen', 'rektor', 'administrasi', 'kampus', 'mudah', 'hadap', 'bagai', 'masalah', 'kait', 'giat', 'kuliah', 'kelak']",tambah relasi rekan mahasiswa kelasjurusanfakultas kenal senior dosen rektor administrasi kampus mudah hadap bagai masalah kait giat kuliah kelak,1
345518,2025-09-21 00:42:00,berubah lebih baik,positif,2025-09-21,0,Sunday,berubah lebih baik,berubah lebih baik,"['berubah', 'lebih', 'baik']","['berubah', 'lebih', 'baik']","['ubah', 'lebih', 'baik']",ubah lebih baik,1
310674,2025-09-18 13:58:00,"1. Keterbatasan interaksi.  Suasana akrab dan kebersamaan antar mahasiswa baru tidak sekuat PKKMB luring.    2. Masalah teknis  Gangguan jaringan internet atau perangkat bisa menghambat jalannya kegiatan.    3. Kejenuhan peserta  Jika durasi terlalu panjang tanpa selingan, peserta bisa bosan atau tidak fokus.    Kurangnya pengalaman lapangan – Tidak semua nilai kebersamaan, kreativitas, dan kepemimpinan bisa terasa secara online.",netral,2025-09-18,13,Thursday,"1. Keterbatasan interaksi. Suasana akrab dan kebersamaan antar mahasiswa baru tidak sekuat PKKMB luring. 2. Masalah teknis Gangguan jaringan internet atau perangkat bisa menghambat jalannya kegiatan. 3. Kejenuhan peserta Jika durasi terlalu panjang tanpa selingan, peserta bisa bosan atau tidak fokus. Kurangnya pengalaman lapangan – Tidak semua nilai kebersamaan, kreativitas, dan kepemimpinan bisa terasa secara online.", keterbatasan interaksi suasana akrab dan kebersamaan antar mahasiswa baru tidak sekuat pkkmb luring  masalah teknis gangguan jaringan internet atau perangkat bisa menghambat jalannya kegiatan  kejenuhan peserta jika durasi terlalu panjang tanpa selingan peserta bisa bosan atau tidak fokus kurangnya pengalaman lapangan  tidak semua nilai kebersamaan kreativitas dan kepemimpinan bisa terasa secara online,"['keterbatasan', 'interaksi', 'suasana', 'akrab', 'dan', 'kebersamaan', 'antar', 'mahasiswa', 'baru', 'tidak', 'sekuat', 'pkkmb', 'luring', 'masalah', 'teknis', 'gangguan', 'jaringan', 'internet', 'atau', 'perangkat', 'bisa', 'menghambat', 'jalannya', 'kegiatan', 'kejenuhan', 'peserta', 'jika', 'durasi', 'terlalu', 'panjang', 'tanpa', 'selingan', 'peserta', 'bisa', 'bosan', 'atau', 'tidak', 'fokus', 'kurangnya', 'pengalaman', 'lapangan', 'tidak', 'semua', 'nilai', 'kebersamaan', 'kreativitas', 'dan', 'kepemimpinan', 'bisa', 'terasa', 'secara', 'online']","['keterbatasan', 'interaksi', 'suasana', 'akrab', 'kebersamaan', 'antar', 'mahasiswa', 'baru', 'tidak', 'sekuat', 'pkkmb', 'luring', 'masalah', 'teknis', 'gangguan', 'jaringan', 'internet', 'perangkat', 'menghambat', 'jalannya', 'kegiatan', 'kejenuhan', 'peserta', 'durasi', 'terlalu', 'panjang', 'selingan', 'peserta', 'bosan', 'tidak', 'fokus', 'kurangnya', 'pengalaman', 'lapangan', 'tidak', 'semua', 'nilai', 'kebersamaan', 'kreativitas', 'kepemimpinan', 'terasa', 'online']","['batas', 'interaksi', 'suasana', 'akrab', 'sama', 'antar', 'mahasiswa', 'baru', 'tidak', 'kuat', 'pkkmb', 'luring', 'masalah', 'teknis', 'ganggu', 'jaring', 'internet', 'perangkat', 'hambat', 'jalan', 'giat', 'jenuh', 'serta', 'durasi', 'terlalu', 'panjang', 'seling', 'serta', 'bosan', 'tidak', 'fokus', 'kurang', 'alam', 'lapang', 'tidak', 'semua', 'nilai', 'sama', 'kreativitas', 'pimpin', 'asa', 'online']",batas interaksi suasana akrab sama antar mahasiswa baru tidak kuat pkkmb luring masalah teknis ganggu jaring internet perangkat hambat jalan giat jenuh serta durasi terlalu panjang seling serta bosan tidak fokus kurang alam lapang tidak semua nilai sama kreativitas pimpin asa online,0
302368,2025-09-17 14:57:00,Semoga menjadi lebih baik lagi,positif,2025-09-17,14,Wednesday,Semoga menjadi lebih baik lagi,semoga menjadi lebih baik lagi,"['semoga', 'menjadi', 'lebih', 'baik', 'lagi']","['semoga', 'menjadi', 'lebih', 'baik']","['moga', 'jadi', 'lebih', 'baik']",moga jadi lebih baik,1
300424,2025-09-16 21:31:00,Semoga kedepan nyh bisa menjadi lebih baik lagi,positif,2025-09-16,21,Tuesday,Semoga kedepan nyh bisa menjadi lebih baik lagi,semoga kedepan nyh bisa menjadi lebih baik lagi,"['semoga', 'kedepan', 'nyh', 'bisa', 'menjadi', 'lebih', 'baik', 'lagi']","['semoga', 'kedepan', 'nyh', 'menjadi', 'lebih', 'baik']","['moga', 'depan', 'nyh', 'jadi', 'lebih', 'baik']",moga depan nyh jadi lebih baik,1
307218,2025-09-18 00:54:00,"semoga unpam bisa terus membagi kebersamaan dikampus dengan fasilitas yg baik, dan biaya trjangkau.",positif,2025-09-18,0,Thursday,"semoga unpam bisa terus membagi kebersamaan dikampus dengan fasilitas yang baik, dan biaya trjangkau.",semoga unpam bisa terus membagi kebersamaan dikampus dengan fasilitas yang baik dan biaya trjangkau,"['semoga', 'unpam', 'bisa', 'terus', 'membagi', 'kebersamaan', 'dikampus', 'dengan', 'fasilitas', 'yang', 'baik', 'dan', 'biaya', 'trjangkau']","['semoga', 'unpam', 'terus', 'membagi', 'kebersamaan', 'dikampus', 'fasilitas', 'baik', 'biaya', 'trjangkau']","['moga', 'unpam', 'terus', 'bagi', 'sama', 'kampus', 'fasilitas', 'baik', 'biaya', 'trjangkau']",moga unpam terus bagi sama kampus fasilitas baik biaya trjangkau,1
320598,2025-09-19 11:00:00,PKKMB yang sangat bagus dari mulai panitia ,positif,2025-09-19,11,Friday,PKKMB yang sangat bagus dari mulai panitia,pkkmb yang sangat bagus dari mulai panitia,"['pkkmb', 'yang', 'sangat', 'bagus', 'dari', 'mulai', 'panitia']","['pkkmb', 'sangat', 'bagus', 'mulai', 'panitia']","['pkkmb', 'sangat', 'bagus', 'mulai', 'panitia']",pkkmb sangat bagus mulai panitia,1
